ROWID,Country,SourceYear,Harmonized System (HS) Code,Commodities,Import value of each commodity,Percentage share of each commodity ( % ),YearCode,Year
708,India,2011-12,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES",2779159.57,1.1849,2011,"Financial Year (Apr - Mar), 2011"
709,India,2009-10,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES",1626971.76,1.193,2009,"Financial Year (Apr - Mar), 2009"
710,India,2016-17,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES",3165364.94,1.228,2016,"Financial Year (Apr - Mar), 2016"
711,India,2017-18,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES",3892703.29,1.2971,2017,"Financial Year (Apr - Mar), 2017"
712,India,2015-16,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES",3316958.04,1.3319,2015,"Financial Year (Apr - Mar), 2015"
713,India,2019-20,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES",4504538.09,1.3403,2019,"Financial Year (Apr - Mar), 2019"
714,India,2006-07,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES",1147326.94,1.365,2006,"Financial Year (Apr - Mar), 2006"
715,India,2018-19,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES",5323679.23,1.481,2018,"Financial Year (Apr - Mar), 2018"
716,India,2008-09,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES",2149211.99,1.5637,2008,"Financial Year (Apr - Mar), 2008"
717,India,2005-06,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES",1044586.04,1.5817,2005,"Financial Year (Apr - Mar), 2005"
718,India,2004-05,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES",813010.41,1.6226,2004,"Financial Year (Apr - Mar), 2004"
719,India,2003-04,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES",591625.55,1.6475,2003,"Financial Year (Apr - Mar), 2003"
720,India,2021-22,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES",7635609.01,1.6698,2021,"Financial Year (Apr - Mar), 2021"
721,India,2020-21,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES",5095546.18,1.7475,2020,"Financial Year (Apr - Mar), 2020"
760,India,1997-98,30,PHARMACEUTICAL PRODUCTS,45698.93,0.2964,1997,"Financial Year (Apr - Mar), 1997"
722,India,2002-03,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES",557940.76,1.8773,2002,"Financial Year (Apr - Mar), 2002"
723,India,2000-01,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES",496224.54,2.1493,2000,"Financial Year (Apr - Mar), 2000"
724,India,2001-02,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES",572985.31,2.3368,2001,"Financial Year (Apr - Mar), 2001"
725,India,1996-97,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES",325185.62,2.3408,1996,"Financial Year (Apr - Mar), 1996"
726,India,1999-00,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES",578748.53,2.6853,1999,"Financial Year (Apr - Mar), 1999"
793,India,2006-07,31,FERTILISERS,1211854.64,1.4418,2006,"Financial Year (Apr - Mar), 2006"
727,India,1997-98,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES",448800.63,2.911,1997,"Financial Year (Apr - Mar), 1997"
728,India,1998-99,28,"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES",541589.46,3.037,1998,"Financial Year (Apr - Mar), 1998"
729,India,2008-09,29,ORGANIC CHEMICALS,3885282.48,2.8268,2008,"Financial Year (Apr - Mar), 2008"
730,India,2011-12,29,ORGANIC CHEMICALS,6914420.71,2.948,2011,"Financial Year (Apr - Mar), 2011"
731,India,2000-01,29,ORGANIC CHEMICALS,730795.16,3.1654,2000,"Financial Year (Apr - Mar), 2000"
732,India,2012-13,29,ORGANIC CHEMICALS,8543908.89,3.201,2012,"Financial Year (Apr - Mar), 2012"
733,India,2007-08,29,ORGANIC CHEMICALS,3264233.5,3.2245,2007,"Financial Year (Apr - Mar), 2007"
734,India,2006-07,29,ORGANIC CHEMICALS,2732974.93,3.2516,2006,"Financial Year (Apr - Mar), 2006"
735,India,2009-10,29,ORGANIC CHEMICALS,4450549.45,3.2635,2009,"Financial Year (Apr - Mar), 2009"
736,India,2010-11,29,ORGANIC CHEMICALS,5754979.67,3.4185,2010,"Financial Year (Apr - Mar), 2010"
737,India,2005-06,29,ORGANIC CHEMICALS,2277523.63,3.4487,2005,"Financial Year (Apr - Mar), 2005"
738,India,1999-00,29,ORGANIC CHEMICALS,756400.24,3.5095,1999,"Financial Year (Apr - Mar), 1999"
739,India,2001-02,29,ORGANIC CHEMICALS,879514.92,3.5869,2001,"Financial Year (Apr - Mar), 2001"
740,India,2002-03,29,ORGANIC CHEMICALS,1069487.04,3.5985,2002,"Financial Year (Apr - Mar), 2002"
741,India,2004-05,29,ORGANIC CHEMICALS,1878488.8,3.749,2004,"Financial Year (Apr - Mar), 2004"
742,India,2013-14,29,ORGANIC CHEMICALS,10315690.16,3.7989,2013,"Financial Year (Apr - Mar), 2013"
743,India,1998-99,29,ORGANIC CHEMICALS,684044.23,3.8358,1998,"Financial Year (Apr - Mar), 1998"
744,India,2014-15,29,ORGANIC CHEMICALS,10831982.73,3.9575,2014,"Financial Year (Apr - Mar), 2014"
745,India,2003-04,29,ORGANIC CHEMICALS,1436301.4,3.9996,2003,"Financial Year (Apr - Mar), 2003"
746,India,2016-17,29,ORGANIC CHEMICALS,10379756.66,4.0268,2016,"Financial Year (Apr - Mar), 2016"
747,India,2015-16,29,ORGANIC CHEMICALS,10198608.78,4.0953,2015,"Financial Year (Apr - Mar), 2015"
748,India,2017-18,29,ORGANIC CHEMICALS,12376076.26,4.1239,2017,"Financial Year (Apr - Mar), 2017"
749,India,2019-20,29,ORGANIC CHEMICALS,14020455.47,4.1716,2019,"Financial Year (Apr - Mar), 2019"
750,India,2018-19,29,ORGANIC CHEMICALS,15655155.01,4.3551,2018,"Financial Year (Apr - Mar), 2018"
751,India,2021-22,29,ORGANIC CHEMICALS,21261495.39,4.6496,2021,"Financial Year (Apr - Mar), 2021"
752,India,1997-98,29,ORGANIC CHEMICALS,739458.41,4.7962,1997,"Financial Year (Apr - Mar), 1997"
753,India,2020-21,29,ORGANIC CHEMICALS,14583048.48,5.0011,2020,"Financial Year (Apr - Mar), 2020"
754,India,1996-97,29,ORGANIC CHEMICALS,700740.8,5.0442,1996,"Financial Year (Apr - Mar), 1996"
755,India,1996-97,30,PHARMACEUTICAL PRODUCTS,22834.24,0.1644,1996,"Financial Year (Apr - Mar), 1996"
756,India,2004-05,30,PHARMACEUTICAL PRODUCTS,130277.3,0.26,2004,"Financial Year (Apr - Mar), 2004"
757,India,2007-08,30,PHARMACEUTICAL PRODUCTS,281855.99,0.2784,2007,"Financial Year (Apr - Mar), 2007"
758,India,1999-00,30,PHARMACEUTICAL PRODUCTS,60051.15,0.2786,1999,"Financial Year (Apr - Mar), 1999"
761,India,2000-01,30,PHARMACEUTICAL PRODUCTS,68789.88,0.298,2000,"Financial Year (Apr - Mar), 2000"
762,India,2008-09,30,PHARMACEUTICAL PRODUCTS,426218.91,0.3101,2008,"Financial Year (Apr - Mar), 2008"
763,India,1998-99,30,PHARMACEUTICAL PRODUCTS,57004.18,0.3197,1998,"Financial Year (Apr - Mar), 1998"
764,India,2003-04,30,PHARMACEUTICAL PRODUCTS,114987.72,0.3202,2003,"Financial Year (Apr - Mar), 2003"
765,India,2001-02,30,PHARMACEUTICAL PRODUCTS,79434.91,0.324,2001,"Financial Year (Apr - Mar), 2001"
766,India,2010-11,30,PHARMACEUTICAL PRODUCTS,550446.69,0.327,2010,"Financial Year (Apr - Mar), 2010"
767,India,2013-14,30,PHARMACEUTICAL PRODUCTS,937138.95,0.3451,2013,"Financial Year (Apr - Mar), 2013"
768,India,2006-07,30,PHARMACEUTICAL PRODUCTS,291382.51,0.3467,2006,"Financial Year (Apr - Mar), 2006"
769,India,2011-12,30,PHARMACEUTICAL PRODUCTS,813114.21,0.3467,2011,"Financial Year (Apr - Mar), 2011"
770,India,2012-13,30,PHARMACEUTICAL PRODUCTS,952244.93,0.3568,2012,"Financial Year (Apr - Mar), 2012"
771,India,2014-15,30,PHARMACEUTICAL PRODUCTS,996129.16,0.3639,2014,"Financial Year (Apr - Mar), 2014"
772,India,2009-10,30,PHARMACEUTICAL PRODUCTS,519663.33,0.3811,2009,"Financial Year (Apr - Mar), 2009"
773,India,2002-03,30,PHARMACEUTICAL PRODUCTS,115210,0.3876,2002,"Financial Year (Apr - Mar), 2002"
774,India,2018-19,30,PHARMACEUTICAL PRODUCTS,1458113.32,0.4056,2018,"Financial Year (Apr - Mar), 2018"
775,India,2017-18,30,PHARMACEUTICAL PRODUCTS,1224113.3,0.4079,2017,"Financial Year (Apr - Mar), 2017"
776,India,2015-16,30,PHARMACEUTICAL PRODUCTS,1074208.22,0.4314,2015,"Financial Year (Apr - Mar), 2015"
777,India,2016-17,30,PHARMACEUTICAL PRODUCTS,1151503.04,0.4467,2016,"Financial Year (Apr - Mar), 2016"
778,India,2019-20,30,PHARMACEUTICAL PRODUCTS,1653036.52,0.4918,2019,"Financial Year (Apr - Mar), 2019"
779,India,2021-22,30,PHARMACEUTICAL PRODUCTS,2560296.3,0.5599,2021,"Financial Year (Apr - Mar), 2021"
780,India,2020-21,30,PHARMACEUTICAL PRODUCTS,1893435.61,0.6493,2020,"Financial Year (Apr - Mar), 2020"
781,India,2002-03,31,FERTILISERS,173605.65,0.5841,2002,"Financial Year (Apr - Mar), 2002"
782,India,2003-04,31,FERTILISERS,231394.38,0.6444,2003,"Financial Year (Apr - Mar), 2003"
783,India,2004-05,31,FERTILISERS,432068.23,0.8623,2004,"Financial Year (Apr - Mar), 2004"
784,India,2000-01,31,FERTILISERS,203246.17,0.8803,2000,"Financial Year (Apr - Mar), 2000"
785,India,2001-02,31,FERTILISERS,217311.88,0.8863,2001,"Financial Year (Apr - Mar), 2001"
786,India,2017-18,31,FERTILISERS,3010817.26,1.0033,2017,"Financial Year (Apr - Mar), 2017"
787,India,2016-17,31,FERTILISERS,2875418.66,1.1155,2016,"Financial Year (Apr - Mar), 2016"
788,India,2005-06,31,FERTILISERS,742383.9,1.1241,2005,"Financial Year (Apr - Mar), 2005"
789,India,2013-14,31,FERTILISERS,3263945.01,1.202,2013,"Financial Year (Apr - Mar), 2013"
790,India,2018-19,31,FERTILISERS,4645675.48,1.2924,2018,"Financial Year (Apr - Mar), 2018"
791,India,2019-20,31,FERTILISERS,4739669.64,1.4102,2019,"Financial Year (Apr - Mar), 2019"
794,India,2012-13,31,FERTILISERS,4041245.19,1.5141,2012,"Financial Year (Apr - Mar), 2012"
795,India,2010-11,31,FERTILISERS,2832174.11,1.6823,2010,"Financial Year (Apr - Mar), 2010"
796,India,2020-21,31,FERTILISERS,5103432.77,1.7502,2020,"Financial Year (Apr - Mar), 2020"
797,India,1996-97,31,FERTILISERS,243437.75,1.7524,1996,"Financial Year (Apr - Mar), 1996"
798,India,2007-08,31,FERTILISERS,1845410.32,1.823,2007,"Financial Year (Apr - Mar), 2007"
799,India,2015-16,31,FERTILISERS,4597310.6,1.8461,2015,"Financial Year (Apr - Mar), 2015"
800,India,1998-99,31,FERTILISERS,341459.21,1.9147,1998,"Financial Year (Apr - Mar), 1998"
801,India,2011-12,31,FERTILISERS,4499603.4,1.9184,2011,"Financial Year (Apr - Mar), 2011"
802,India,1997-98,31,FERTILISERS,313807.06,2.0354,1997,"Financial Year (Apr - Mar), 1997"
803,India,2021-22,31,FERTILISERS,9532883.07,2.0847,2021,"Financial Year (Apr - Mar), 2021"
804,India,2009-10,31,FERTILISERS,2847976.49,2.0884,2009,"Financial Year (Apr - Mar), 2009"
805,India,1999-00,31,FERTILISERS,467743.07,2.1702,1999,"Financial Year (Apr - Mar), 1999"
806,India,2008-09,31,FERTILISERS,5483743.2,3.9898,2008,"Financial Year (Apr - Mar), 2008"
807,India,2008-09,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS",382442.43,0.2783,2008,"Financial Year (Apr - Mar), 2008"
808,India,2007-08,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS",303057.82,0.2994,2007,"Financial Year (Apr - Mar), 2007"
809,India,2012-13,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS",800375.45,0.2999,2012,"Financial Year (Apr - Mar), 2012"
810,India,2011-12,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS",709667.82,0.3026,2011,"Financial Year (Apr - Mar), 2011"
811,India,2009-10,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS",432802.25,0.3174,2009,"Financial Year (Apr - Mar), 2009"
812,India,2010-11,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS",543358.52,0.3228,2010,"Financial Year (Apr - Mar), 2010"
813,India,2006-07,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS",272060.58,0.3237,2006,"Financial Year (Apr - Mar), 2006"
814,India,2005-06,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS",224455.65,0.3399,2005,"Financial Year (Apr - Mar), 2005"
815,India,2013-14,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS",925359.85,0.3408,2013,"Financial Year (Apr - Mar), 2013"
816,India,2014-15,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS",982051.8,0.3588,2014,"Financial Year (Apr - Mar), 2014"
817,India,2004-05,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS",187843.34,0.3749,2004,"Financial Year (Apr - Mar), 2004"
818,India,2000-01,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS",87880.41,0.3806,2000,"Financial Year (Apr - Mar), 2000"
819,India,1999-00,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS",84536.52,0.3922,1999,"Financial Year (Apr - Mar), 1999"
820,India,2015-16,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS",1046684.31,0.4203,2015,"Financial Year (Apr - Mar), 2015"
821,India,2021-22,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS",1943115.02,0.4249,2021,"Financial Year (Apr - Mar), 2021"
822,India,2018-19,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS",1545956.72,0.4301,2018,"Financial Year (Apr - Mar), 2018"
823,India,2019-20,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS",1451831.73,0.432,2019,"Financial Year (Apr - Mar), 2019"
824,India,2017-18,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS",1299524.81,0.433,2017,"Financial Year (Apr - Mar), 2017"
825,India,2016-17,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS",1118582.44,0.434,2016,"Financial Year (Apr - Mar), 2016"
826,India,1996-97,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS",60359.69,0.4345,1996,"Financial Year (Apr - Mar), 1996"
827,India,1997-98,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS",67199.88,0.4359,1997,"Financial Year (Apr - Mar), 1997"
828,India,1998-99,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS",78531.43,0.4404,1998,"Financial Year (Apr - Mar), 1998"
829,India,2003-04,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS",161697.37,0.4503,2003,"Financial Year (Apr - Mar), 2003"
830,India,2002-03,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS",134425.02,0.4523,2002,"Financial Year (Apr - Mar), 2002"
831,India,2001-02,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS",113783.15,0.464,2001,"Financial Year (Apr - Mar), 2001"
832,India,2020-21,32,"TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS",1403600.03,0.4814,2020,"Financial Year (Apr - Mar), 2020"
833,India,1996-97,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",9438.94,0.0679,1996,"Financial Year (Apr - Mar), 1996"
834,India,2007-08,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",96065.42,0.0949,2007,"Financial Year (Apr - Mar), 2007"
835,India,1997-98,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",15031.45,0.0975,1997,"Financial Year (Apr - Mar), 1997"
836,India,2006-07,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",84853.93,0.101,2006,"Financial Year (Apr - Mar), 2006"
837,India,2008-09,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",140373.89,0.1021,2008,"Financial Year (Apr - Mar), 2008"
838,India,2005-06,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",68414.72,0.1036,2005,"Financial Year (Apr - Mar), 2005"
839,India,2009-10,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",142723.56,0.1047,2009,"Financial Year (Apr - Mar), 2009"
840,India,2011-12,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",249412.57,0.1063,2011,"Financial Year (Apr - Mar), 2011"
841,India,1998-99,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",19339.55,0.1084,1998,"Financial Year (Apr - Mar), 1998"
842,India,2010-11,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",186697.14,0.1109,2010,"Financial Year (Apr - Mar), 2010"
843,India,2012-13,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",311716.43,0.1168,2012,"Financial Year (Apr - Mar), 2012"
844,India,2004-05,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",58772.93,0.1173,2004,"Financial Year (Apr - Mar), 2004"
845,India,2003-04,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",45564.98,0.1269,2003,"Financial Year (Apr - Mar), 2003"
846,India,2013-14,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",349828.07,0.1288,2013,"Financial Year (Apr - Mar), 2013"
847,India,2014-15,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",385665.37,0.1409,2014,"Financial Year (Apr - Mar), 2014"
848,India,1999-00,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",31366.02,0.1455,1999,"Financial Year (Apr - Mar), 1999"
849,India,2000-01,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",36135.25,0.1565,2000,"Financial Year (Apr - Mar), 2000"
850,India,2015-16,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",422722.4,0.1697,2015,"Financial Year (Apr - Mar), 2015"
851,India,2021-22,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",785844.67,0.1719,2021,"Financial Year (Apr - Mar), 2021"
852,India,2002-03,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",51436,0.1731,2002,"Financial Year (Apr - Mar), 2002"
853,India,2020-21,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",512719.58,0.1758,2020,"Financial Year (Apr - Mar), 2020"
854,India,2016-17,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",457676.66,0.1776,2016,"Financial Year (Apr - Mar), 2016"
855,India,2017-18,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",558209.52,0.186,2017,"Financial Year (Apr - Mar), 2017"
856,India,2001-02,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",47166.41,0.1924,2001,"Financial Year (Apr - Mar), 2001"
857,India,2018-19,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",805548.9,0.2241,2018,"Financial Year (Apr - Mar), 2018"
858,India,2019-20,33,"ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS",866175.14,0.2577,2019,"Financial Year (Apr - Mar), 2019"
859,India,2008-09,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP",131119.55,0.0954,2008,"Financial Year (Apr - Mar), 2008"
860,India,2011-12,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP",243594.07,0.1039,2011,"Financial Year (Apr - Mar), 2011"
952,India,2006-07,37,PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS,116786.48,0.1389,2006,"Financial Year (Apr - Mar), 2006"
861,India,2010-11,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP",185749.83,0.1103,2010,"Financial Year (Apr - Mar), 2010"
862,India,2007-08,34,"SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP",112102.42,0.1107,2007,"Financial Year (Apr - Mar), 2007"
